,,使用,高度,移動類型,兵器類型,性能,編成數,耐久度,生產回合,生產計數,特殊能力,,,,,,,,,,,掃除地雷,掃除機雷,夜間減少率,索敵範圍,,,,,,迎擊範圍,,,,,,價格,搭載種類,,,,,,,,,,,,,,,,搭乘種類,搭載地點,回避力,,,,,,,補給,,,,,,,,,初期武裝套組,變形編號,武裝１,副屬,攻擊判定次數,裝填時間,武裝２,副屬,攻擊判定次數,裝填時間,武裝３,副屬,攻擊判定次數,裝填時間,武裝４,副屬,攻擊判定次數,裝填時間,武裝５,副屬,攻擊判定次數,裝填時間,武裝套組１,,,,,,高速移動力,ECM回避力,,武裝套組２,,,,,,高速移動力,ECM回避力,,武裝套組３,,,,,,高速移動力,ECM回避力,,武裝套組４,,,,,,高速移動力,ECM回避力,,圖像編號,兵器移動聲,地圖圖像,地圖圖像小,兵器別圖示
2807,CV90 AMOS,○,地上,履帶A,自走砲,0,10,2,2,7,0,4,0,0,×,×,×,×,×,○,○,×,×,80,1,1,2,2,2,1,0,0,0,0,0,0,80,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,車輛,無,28,28,30,29,29,31,31,×,○,×,×,×,×,×,○,×,0,0,120mm迫擊砲,車載,2,10,,,,,,,,,,,,,,,,,4,0,0,0,0,6,7,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2807,2,24,24,2528
2813,4K7FA GrW1,○,地上,履帶A,自走砲,0,10,2,2,5,0,3,0,0,×,×,×,×,×,○,○,×,×,60,1,1,2,2,2,1,0,0,0,0,0,0,50,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,車輛,無,25,25,27,25,25,30,30,×,○,×,×,×,×,×,○,×,0,0,81mm迫擊砲,車載,1,10,,,,,,,,,,,,,,,,,5,0,0,0,0,6,7,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2813,2,24,24,2560
2826,85式自走迫擊砲,○,地上,履帶B,自走砲,0,10,2,1,3,0,3,0,0,×,×,×,×,×,○,○,×,×,60,1,1,2,2,2,1,0,0,0,0,0,0,40,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,車輛,無,25,25,27,24,24,30,30,×,○,×,×,×,×,×,○,×,0,0,81mm迫擊砲,車載,1,10,,,,,,,,,,,,,,,,,3,0,0,0,0,5,6,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2826,2,24,24,2538
2839,TAM VCTM,○,地上,履帶A,自走砲,0,10,2,2,6,0,3,0,0,×,×,×,×,×,○,○,×,×,60,1,1,2,2,2,1,0,0,0,0,0,0,60,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,車輛,無,26,26,29,29,29,33,33,×,○,×,×,×,×,×,○,×,0,0,81mm迫擊砲,車載,1,10,機關槍,車載防,1,8,,,,,,,,,,,,,5,4,0,0,0,6,7,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2839,2,24,24,2561
2846,V-200MC,○,地上,車輛B,自走砲,0,10,2,1,5,0,3,0,0,×,×,×,×,×,○,○,×,×,60,1,1,2,2,2,1,0,0,0,0,0,0,60,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,輕車輛,無,25,25,28,22,22,27,27,×,○,×,×,×,×,×,○,×,0,0,81mm迫擊砲,車載,1,10,,,,,,,,,,,,,,,,,4,0,0,0,0,7,8,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2846,3,24,24,7512
2850,2S23 諾納SVK,○,地上,車輛B,自走砲,0,10,2,1,4,0,3,0,0,×,×,×,×,×,○,○,×,×,70,1,1,2,2,2,1,0,0,0,0,0,0,40,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,車輛,無,24,24,26,24,24,30,30,×,○,×,×,×,×,×,○,×,0,0,120mm迫擊砲,車載B,1,14,,,,,,,,,,,,,,,,,4,0,0,0,0,7,8,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2850,3,24,24,2516
2856,2S12,○,地上,車輛A,自走砲,0,10,2,1,4,0,4,0,0,×,×,×,×,×,○,×,×,×,60,1,1,2,2,2,1,0,0,0,0,0,0,35,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,車輛,無,19,19,22,19,19,26,26,×,○,×,×,×,×,×,○,×,0,0,120mm迫擊砲,車載B,1,14,,,,,,,,,,,,,,,,,4,0,0,0,0,6,7,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2856,3,24,24,2562
2861,LAV-M,○,地上,車輛B,自走砲,0,10,2,2,6,0,3,0,0,×,×,×,×,×,○,○,×,×,60,1,1,2,2,2,1,0,0,0,0,0,0,60,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,輕車輛,無,25,25,27,23,23,31,31,×,○,×,×,×,×,×,○,×,0,0,81mm迫擊砲,車載,1,10,,,,,,,,,,,,,,,,,4,0,0,0,0,7,8,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2861,3,24,24,2510
2864,ASLAV-M,○,地上,車輛B,自走砲,0,10,2,2,6,0,3,0,0,×,×,×,×,×,○,○,×,×,60,1,1,2,2,2,1,0,0,0,0,0,0,65,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,輕車輛,無,25,25,27,23,23,31,31,×,○,×,×,×,×,×,○,×,0,0,120mm迫擊砲,車載B,1,14,,,,,,,,,,,,,,,,,4,0,0,0,0,7,8,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2864,3,24,24,7513
2869,食人魚6x6/120mm迫擊砲,○,地上,車輛B,自走砲,0,10,2,1,6,0,3,0,0,×,×,×,×,×,○,○,×,×,60,1,1,2,2,2,1,0,0,0,0,0,0,60,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,輕車輛,無,23,23,26,22,22,31,31,×,○,×,×,×,×,×,○,×,0,0,120mm迫擊砲,車載B,1,14,,,,,,,,,,,,,,,,,3,0,0,0,0,7,8,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2869,3,24,24,2563
2872,LAV野牛/迫擊砲,○,地上,車輛B,自走砲,0,10,2,2,5,0,3,0,0,×,×,×,×,×,○,○,×,×,60,1,1,2,2,2,1,0,0,0,0,0,0,55,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,輕車輛,無,25,25,27,23,23,31,31,×,○,×,×,×,×,×,○,×,0,0,81mm迫擊砲,車載,1,10,,,,,,,,,,,,,,,,,5,0,0,0,0,7,8,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2872,3,24,24,7514
2877,蜜獾81,○,地上,車輛A,自走砲,0,10,2,2,5,0,3,0,0,×,×,×,×,×,○,○,×,×,60,1,1,2,2,2,1,0,0,0,0,0,0,60,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,車輛,無,24,24,27,25,25,30,30,×,○,×,×,×,×,×,○,×,0,0,81mm迫擊砲,車載,1,10,,,,,,,,,,,,,,,,,5,0,0,0,0,7,8,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2877,3,24,24,2545
2889,WZ552,○,地上,車輛B,自走砲,0,10,2,2,4,0,3,0,0,×,×,×,×,×,○,○,×,×,60,1,1,2,2,2,1,0,0,0,0,0,0,40,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,輕車輛,無,24,24,26,23,23,30,30,×,○,×,×,×,×,×,○,×,0,0,120mm迫擊砲,車載B,1,14,機關槍,車載防,1,8,,,,,,,,,,,,,4,4,0,0,0,7,8,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2889,3,24,24,2537 
2896,HMMWV/迫擊砲,○,地上,車輛A,自走砲,0,10,2,1,6,0,2,0,0,×,×,×,×,○,○,○,×,×,70,1,1,2,2,2,1,0,0,0,0,0,0,60,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,輕車輛,無,27,27,30,29,29,25,25,×,○,×,×,×,×,×,○,×,0,0,120mm迫擊砲,車載,1,14,,,,,,,,,,,,,,,,,3,0,0,0,0,7,8,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2896,3,24,24,2564
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2905,M-777,○,地上,車輛A,牽引式野戰砲,0,10,2,1,2,0,3,0,0,×,×,×,×,○,○,×,×,×,50,1,1,2,2,2,1,0,0,0,0,0,0,90,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,輕車輛,無,22,22,26,19,19,19,19,×,○,×,×,×,×,×,○,×,0,2906,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,8,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2905,3,25,25,2643
2906,M-777,○,地上,車輛A,牽引式野戰砲,0,10,2,1,2,0,1,0,0,×,×,×,×,×,×,×,×,×,70,1,1,2,3,3,1,0,0,0,0,0,0,90,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,27,27,33,38,38,35,35,×,○,×,×,×,×,×,×,×,0,2905,155mm砲,野戰砲B,1,20,,,,,,,,,,,,,,,,,8,0,0,0,0,1,1,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2906,3,55,55,2644
2911,M-198,○,地上,車輛A,牽引式野戰砲,0,10,2,1,3,0,4,0,0,×,×,×,×,×,○,×,×,×,50,1,1,2,2,2,1,0,0,0,0,0,0,85,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,車輛,無,21,21,24,18,18,20,20,×,○,×,×,×,×,×,○,×,0,2912,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,7,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2911,3,25,25,2603
2912,M-198,○,地上,車輛A,牽引式野戰砲,0,10,2,1,3,0,1,0,0,×,×,×,×,×,×,×,×,×,70,1,1,2,3,3,1,0,0,0,0,0,0,85,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,28,28,34,40,40,36,36,×,○,×,×,×,×,×,×,×,0,2911,155mm砲,野戰砲,1,24,,,,,,,,,,,,,,,,,10,0,0,0,0,1,1,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2912,3,55,55,2604
2915,M1,○,地上,車輛A,牽引式野戰砲,0,10,2,1,3,0,4,0,0,×,×,×,×,×,○,×,×,×,50,1,1,2,2,2,1,0,0,0,0,0,0,65,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,車輛,無,21,21,24,18,18,20,20,×,○,×,×,×,×,×,○,×,0,2916,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,7,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2915,3,25,25,2623
2916,M1,○,地上,車輛A,牽引式野戰砲,0,10,2,1,3,0,1,0,0,×,×,×,×,×,×,×,×,×,70,1,1,2,3,3,1,0,0,0,0,0,0,65,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,29,29,35,42,42,36,36,×,○,×,×,×,×,×,×,×,0,2915,155mm砲,野戰砲B,1,24,,,,,,,,,,,,,,,,,10,0,0,0,0,1,1,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2916,3,55,55,2624
2917,M-114,○,地上,車輛A,牽引式野戰砲,0,10,2,1,3,0,4,0,0,×,×,×,×,×,○,×,×,×,50,1,1,2,2,2,1,0,0,0,0,0,0,65,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,車輛,無,21,21,24,18,18,20,20,×,○,×,×,×,×,×,○,×,0,2918,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,7,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2917,3,25,25,2623
2918,M-114,○,地上,車輛A,牽引式野戰砲,0,10,2,1,3,0,1,0,0,×,×,×,×,×,×,×,×,×,70,1,1,2,3,3,1,0,0,0,0,0,0,65,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,29,29,35,42,42,36,36,×,○,×,×,×,×,×,×,×,0,2917,155mm砲,野戰砲B,1,24,,,,,,,,,,,,,,,,,10,0,0,0,0,1,1,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2918,3,55,55,2624
2921,KH-179,○,地上,車輛A,牽引式野戰砲,0,10,2,1,3,0,4,0,0,×,×,×,×,×,○,×,×,×,50,1,1,2,2,2,1,0,0,0,0,0,0,85,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,車輛,無,21,21,24,18,18,20,20,×,○,×,×,×,×,×,○,×,0,2922,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,7,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2921,3,25,25,2635
2922,KH-179,○,地上,車輛A,牽引式野戰砲,0,10,2,1,3,0,1,0,0,×,×,×,×,×,×,×,×,×,70,1,1,2,3,3,1,0,0,0,0,0,0,85,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,29,29,35,42,42,36,36,×,○,×,×,×,×,×,×,×,0,2921,155mm砲,野戰砲,1,24,,,,,,,,,,,,,,,,,10,0,0,0,0,1,1,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2922,3,55,55,2636
2925,M2A1,○,地上,車輛A,牽引式野戰砲,0,10,2,1,2,0,4,0,0,×,×,×,×,×,○,×,×,×,50,1,1,2,2,2,1,0,0,0,0,0,0,55,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,車輛,無,21,21,24,18,18,20,20,×,○,×,×,×,×,×,○,×,0,2926,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,7,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2925,3,25,25,2613
2926,M2A1,○,地上,車輛A,牽引式野戰砲,0,10,2,1,2,0,1,0,0,×,×,×,×,×,×,×,×,×,70,1,1,2,3,3,1,0,0,0,0,0,0,55,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,29,29,35,43,43,36,36,×,○,×,×,×,×,×,×,×,0,2925,105mm砲,野戰砲B,1,20,,,,,,,,,,,,,,,,,8,0,0,0,0,1,1,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2926,3,55,55,2614
2927,M-101,○,地上,車輛A,牽引式野戰砲,0,10,2,1,2,0,4,0,0,×,×,×,×,×,○,×,×,×,50,1,1,2,2,2,1,0,0,0,0,0,0,55,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,車輛,無,21,21,24,18,18,20,20,×,○,×,×,×,×,×,○,×,0,2928,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,7,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2927,3,25,25,2613
2928,M-101,○,地上,車輛A,牽引式野戰砲,0,10,2,1,2,0,1,0,0,×,×,×,×,×,×,×,×,×,70,1,1,2,3,3,1,0,0,0,0,0,0,55,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,29,29,35,43,43,36,36,×,○,×,×,×,×,×,×,×,0,2927,105mm砲,野戰砲B,1,20,,,,,,,,,,,,,,,,,8,0,0,0,0,1,1,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2928,3,55,55,2614
2931,C-3,○,地上,車輛A,牽引式野戰砲,0,10,2,1,2,0,4,0,0,×,×,×,×,×,○,×,×,×,50,1,1,2,2,2,1,0,0,0,0,0,0,55,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,車輛,無,21,21,24,18,18,20,20,×,○,×,×,×,×,×,○,×,0,2932,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,7,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2931,3,25,25,2645
2932,C-3,○,地上,車輛A,牽引式野戰砲,0,10,2,1,2,0,1,0,0,×,×,×,×,×,×,×,×,×,70,1,1,2,3,3,1,0,0,0,0,0,0,55,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,29,29,35,43,43,36,36,×,○,×,×,×,×,×,×,×,0,2931,105mm砲,野戰砲,1,20,,,,,,,,,,,,,,,,,8,0,0,0,0,1,1,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2932,3,55,55,2646
2935,KH-178,○,地上,車輛A,牽引式野戰砲,0,10,2,1,2,0,4,0,0,×,×,×,×,×,○,×,×,×,50,1,1,2,2,2,1,0,0,0,0,0,0,70,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,車輛,無,21,21,24,18,18,20,20,×,○,×,×,×,×,×,○,×,0,2936,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,7,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2935,3,25,25,2637
2936,KH-178,○,地上,車輛A,牽引式野戰砲,0,10,2,1,2,0,1,0,0,×,×,×,×,×,×,×,×,×,70,1,1,2,3,3,1,0,0,0,0,0,0,70,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,29,29,35,43,43,36,36,×,○,×,×,×,×,×,×,×,0,2935,105mm砲,野戰砲,1,18,,,,,,,,,,,,,,,,,8,0,0,0,0,1,1,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2936,3,55,55,2638
2943,2A65,○,地上,車輛A,牽引式野戰砲,0,10,2,1,3,0,4,0,0,×,×,×,×,×,○,×,×,×,50,1,1,2,2,2,1,0,0,0,0,0,0,85,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,車輛,無,21,21,24,18,18,20,20,×,○,×,×,×,×,×,○,×,0,2944,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,7,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2943,3,25,25,2607
2944,2A65,○,地上,車輛A,牽引式野戰砲,0,10,2,1,3,0,1,0,0,×,×,×,×,×,×,×,×,×,80,1,1,2,3,3,1,0,0,0,0,0,0,85,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,28,28,34,40,40,36,36,×,○,×,×,×,×,×,×,×,0,2943,152mm砲,野戰砲,1,24,,,,,,,,,,,,,,,,,10,0,0,0,0,1,1,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2944,3,55,55,2608
2949,D-20,○,地上,車輛A,牽引式野戰砲,0,10,2,1,2,0,4,0,0,×,×,×,×,×,○,×,×,×,50,1,1,2,2,2,1,0,0,0,0,0,0,65,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,車輛,無,21,21,24,18,18,20,20,×,○,×,×,×,×,×,○,×,0,2950,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,7,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2949,3,25,25,2609
2950,D-20,○,地上,車輛A,牽引式野戰砲,0,10,2,1,2,0,1,0,0,×,×,×,×,×,×,×,×,×,70,1,1,2,3,3,1,0,0,0,0,0,0,65,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,29,29,35,42,42,36,36,×,○,×,×,×,×,×,×,×,0,2949,152mm砲,野戰砲B,1,24,,,,,,,,,,,,,,,,,10,0,0,0,0,1,1,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2950,3,55,55,2610
2955,ML-20,○,地上,車輛A,牽引式野戰砲,0,10,2,1,2,0,4,0,0,×,×,×,×,×,○,×,×,×,50,1,1,2,2,2,1,0,0,0,0,0,0,60,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,車輛,無,21,21,24,18,18,20,20,×,○,×,×,×,×,×,○,×,0,2956,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,7,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2955,3,25,25,2647
2956,ML-20,○,地上,車輛A,牽引式野戰砲,0,10,2,1,2,0,1,0,0,×,×,×,×,×,×,×,×,×,70,1,1,2,3,3,1,0,0,0,0,0,0,60,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,28,28,34,40,40,36,36,×,○,×,×,×,×,×,×,×,0,2955,152mm砲,野戰砲C,1,26,,,,,,,,,,,,,,,,,10,0,0,0,0,1,1,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2956,3,55,55,2648
2961,D-30,○,地上,車輛A,牽引式野戰砲,0,10,2,1,2,0,4,0,0,×,×,×,×,×,○,×,×,×,50,1,1,2,2,2,1,0,0,0,0,0,0,55,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,車輛,無,21,21,24,18,18,20,20,×,○,×,×,×,×,×,○,×,0,2962,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,7,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2961,3,25,25,2611
2962,D-30,○,地上,車輛A,牽引式野戰砲,0,10,2,1,2,0,1,0,0,×,×,×,×,×,×,×,×,×,70,1,1,2,3,3,1,0,0,0,0,0,0,55,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,29,29,35,42,42,36,36,×,○,×,×,×,×,×,×,×,0,2961,122mm砲,野戰砲,1,22,,,,,,,,,,,,,,,,,10,0,0,0,0,1,1,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2962,3,55,55,2612
2965,M-30,○,地上,車輛A,牽引式野戰砲,0,10,2,1,2,0,4,0,0,×,×,×,×,×,○,×,×,×,50,1,1,2,2,2,1,0,0,0,0,0,0,55,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,車輛,無,21,21,24,18,18,20,20,×,○,×,×,×,×,×,○,×,0,2966,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,7,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2965,3,25,25,2649
2966,M-30,○,地上,車輛A,牽引式野戰砲,0,10,2,1,2,0,1,0,0,×,×,×,×,×,×,×,×,×,70,1,1,2,3,3,1,0,0,0,0,0,0,55,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,29,29,35,43,43,36,36,×,○,×,×,×,×,×,×,×,0,2965,122mm砲,野戰砲B,1,22,,,,,,,,,,,,,,,,,10,0,0,0,0,1,1,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2966,3,55,55,2650
2971,M-46,○,地上,車輛A,牽引式野戰砲,0,10,2,1,2,0,4,0,0,×,×,×,×,×,○,×,×,×,50,1,1,2,2,2,1,0,0,0,0,0,0,70,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,車輛,無,21,21,24,18,18,20,20,×,○,×,×,×,×,×,○,×,0,2972,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,7,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2971,3,25,25,2625
2972,M-46,○,地上,車輛A,牽引式野戰砲,0,10,2,1,2,0,1,0,0,×,×,×,×,×,×,×,×,×,70,1,1,2,3,3,1,0,0,0,0,0,0,70,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,28,28,34,40,40,36,36,×,○,×,×,×,×,×,×,×,0,2971,130mm砲,野戰砲,1,22,,,,,,,,,,,,,,,,,10,0,0,0,0,1,1,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2972,3,55,55,2626
2977,A-222貝雷格,○,地上,車輛A,牽引式野戰砲,0,4,3,1,2,0,5,0,0,×,×,×,×,×,○,×,×,×,50,1,1,2,2,2,1,0,0,0,0,0,0,180,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,重車輛,無,22,22,25,19,19,22,22,×,○,×,×,×,×,×,○,×,0,2978,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,7,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2977,3,25,25,2651
